id,book_id,best_book_id,books_count,isbn,isbn13,authors,original_publication_year,original_title,language_code,average_rating,ratings_count,work_ratings_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url,small_image_url
2278,19448,19448,58,64472779,9.78E+12,Meg Cabot,2002,All-American Girl,eng,3.73,55938,58653,1010,4854,17921,19909,14959,https://images.gr-assets.com/books/1291882422m/19448.jpg,https://images.gr-assets.com/books/1291882422s/19448.jpg
2279,27,27,57,380713802,9.78E+12,Bill Bryson,1991,Neither Here Nor There: Travels in Europe,en-US,3.88,42170,45390,874,2545,11191,17477,13303,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2280,23228,23228,39,375832998,9.78E+12,David Levithan,2003,Boy Meets Boy,eng,3.85,48960,50739,1916,3569,12041,15760,17453,https://images.gr-assets.com/books/1356335082m/23228.jpg,https://images.gr-assets.com/books/1356335082s/23228.jpg
2281,17349023,17349023,27,61941026,9.78E+12,Wally Lamb,2013,We Are Water,eng,3.79,35457,42626,1057,2917,10538,17625,10489,https://images.gr-assets.com/books/1361329815m/17349023.jpg,https://images.gr-assets.com/books/1361329815s/17349023.jpg
2282,3393124,3393124,38,316002895,9.78E+12,James Patterson,2009,Max ,en-US,4.07,57039,60734,1222,3669,11482,17874,26487,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2283,7778981,7778981,54,312656262,9.78E+12,Alexandra Adornetto,2010,Halo,en-US,3.67,56216,58840,4554,6224,13124,15096,19842,https://images.gr-assets.com/books/1278885735m/7778981.jpg,https://images.gr-assets.com/books/1278885735s/7778981.jpg
2284,95186,95186,79,802142818,9.78E+12,Kiran Desai,2006,The Inheritance of Loss,eng,3.41,37967,40545,1784,5351,13957,13427,6026,https://images.gr-assets.com/books/1327909065m/95186.jpg,https://images.gr-assets.com/books/1327909065s/95186.jpg
2285,13813,13813,57,586066888,9.78E+12,Raymond E. Feist,1986,A Darkness at Sethanon ,en-GB,4.17,45104,48282,241,1114,8352,18881,19694,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2286,16640,16640,429,812969901,9.78E+12,"Johann Wolfgang von Goethe, Burton Pike",1774,Die Leiden des jungen Werthers,eng,3.63,37293,53664,2485,5787,14517,17330,13545,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2287,3570231,3570231,37,61583073,9.78E+12,Jeaniene Frost,2008,At Grave's End,en-US,4.31,65397,69822,548,1575,9148,22859,35692,https://images.gr-assets.com/books/1448167943m/3570231.jpg,https://images.gr-assets.com/books/1448167943s/3570231.jpg
2288,24687,24687,41,375758992,9.78E+12,Alexandra Fuller,2001,Don't Let's Go to the Dogs Tonight: An African Childhood,eng,3.96,39298,41866,636,2054,9046,16862,13268,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2289,41424,41424,39,64404773,9.78E+12,Robin McKinley,1978,Beauty: A Retelling of the Story of Beauty and the Beast,eng,4.05,54512,61236,790,2684,12956,21024,23782,https://images.gr-assets.com/books/1294192311m/41424.jpg,https://images.gr-assets.com/books/1294192311s/41424.jpg
2290,6604712,6604712,7,316069906,9.78E+12,Jonathan Safran Foer,2009,Eating Animals,eng,4.18,43238,47980,481,1554,7200,18429,20316,https://images.gr-assets.com/books/1327877480m/6604712.jpg,https://images.gr-assets.com/books/1327877480s/6604712.jpg
2291,355917,355917,71,60577363,9.78E+12,"Angie Sage, Mark Zug",2006,Flyte,en-US,3.99,54400,56604,751,2754,13034,19940,20125,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2292,13637412,13637412,14,6140105234,9.79E+12,"سعود السنعوسي, Saud Alsanousi",2012,ساق البامبو [Saq al-Bambu],ara,4.25,38969,39776,551,1210,5222,13626,19167,https://images.gr-assets.com/books/1336743682m/13637412.jpg,https://images.gr-assets.com/books/1336743682s/13637412.jpg
2293,10429092,10429092,34,62026488,9.78E+12,Rae Carson,2011,The Girl of Fire and Thorns,en-US,3.81,57551,61934,2367,4601,14195,22269,18502,https://images.gr-assets.com/books/1323448113m/10429092.jpg,https://images.gr-assets.com/books/1323448113s/10429092.jpg
2294,7137327,7137327,32,312650086,9.78E+12,Ann Aguirre,2011,Enclave,eng,3.92,55155,58102,1642,3379,12548,20995,19538,https://images.gr-assets.com/books/1327877657m/7137327.jpg,https://images.gr-assets.com/books/1327877657s/7137327.jpg
2295,4806,4806,79,802714625,9.78E+12,"Dava Sobel, Neil Armstrong",1995,Longitude,eng,3.95,38151,42215,770,1872,9381,16959,13233,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2296,232145,232145,96,751530492,9.78E+12,Patricia Cornwell,1997,Unnatural Exposure,en-GB,4.05,43531,46232,263,1343,10370,17973,16283,https://images.gr-assets.com/books/1383293921m/232145.jpg,https://images.gr-assets.com/books/1383293921s/232145.jpg
2297,14706,14706,260,553213482,9.78E+12,"Johann Wolfgang von Goethe, Peter Salm",1808,Faust. Eine Tragödie,eng,3.93,43276,48935,881,3226,11099,16802,16927,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2298,296662,296662,22,684818868,9.78E+12,James W. Loewen,1995,Lies My Teacher Told Me : Everything Your American History Textbook Got Wrong,eng,3.96,37903,41542,835,2139,8915,15812,13841,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2299,45108,45108,45,553582461,9.78E+12,Robin Hobb,2003,Fool's Fate,,4.38,43985,48391,229,760,5239,16366,25797,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2300,3217221,3217221,33,1600102379,9.78E+12,"Joe Hill, Gabriel Rodríguez",2008,Welcome to Lovecraft,en-US,4.18,46590,50048,1524,1762,6528,16384,23850,https://images.gr-assets.com/books/1377304780m/3217221.jpg,https://images.gr-assets.com/books/1377304780s/3217221.jpg
2301,6043849,6043849,63,1406310263,9.78E+12,Patrick Ness,2009,The Ask and the Answer,eng,4.2,45578,53229,707,1733,7884,18639,24266,https://images.gr-assets.com/books/1408312960m/6043849.jpg,https://images.gr-assets.com/books/1408312960s/6043849.jpg
2302,73062,73062,101,446363251,9.78E+12,Alexandra Ripley,1991,Scarlett: The Sequel to Margaret Mitchell's Gone With the Wind,eng,3.44,38992,47722,3596,7106,13480,11819,11721,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2303,30241,30241,44,425205673,9.78E+12,Laurell K. Hamilton,1996,Bloody Bones,eng,4.1,56782,61727,467,2244,12656,21538,24822,https://images.gr-assets.com/books/1304126691m/30241.jpg,https://images.gr-assets.com/books/1304126691s/30241.jpg
2304,46165,46165,607,684843781,9.78E+12,F. Scott Fitzgerald,1920,This Side of Paradise,eng,3.68,40074,47633,1137,4298,14047,17247,10904,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2305,11797365,11797365,71,670023329,9.78E+12,Blaine Harden,2012,Escape from Camp 14: One Man's Remarkable Odyssey from North Korea to Freedom in the West ,eng,3.99,37392,42712,582,1468,9050,18139,13473,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2306,30263,30263,42,006057299X,9.78E+12,Kim Harrison,2005,Every Which Way But Dead,en-US,4.29,56023,59163,350,1124,8181,20850,28658,https://images.gr-assets.com/books/1347819379m/30263.jpg,https://images.gr-assets.com/books/1347819379s/30263.jpg
2307,25852870,25852870,32,1400068320,9.78E+12,Curtis Sittenfeld,2016,Eligible,eng,3.63,37189,48112,1687,4181,13563,19683,8998,https://images.gr-assets.com/books/1460477855m/25852870.jpg,https://images.gr-assets.com/books/1460477855s/25852870.jpg
2308,6988014,6988014,30,039333712X,9.78E+12,Sarah Thornton,2008,Seven Days in the Art World,,3.54,26047,38298,4113,3823,8953,9901,11508,https://images.gr-assets.com/books/1358748500m/6988014.jpg,https://images.gr-assets.com/books/1358748500s/6988014.jpg
2309,597790,597790,126,7246226,9.78E+12,"J.R.R. Tolkien, Christopher Tolkien, Alan Lee",2007,The Children of Húrin,eng,3.94,39551,47873,653,2726,11037,17884,15573,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2310,78427,78427,32,785289089,9.78E+12,Dave Ramsey,2003,The Total Money Makeover: A Proven Plan for Financial Fitness,,4.29,37689,43267,484,1197,5755,13875,21956,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2311,61549,61549,63,316058432,9.78E+12,"Richard Atwater, Florence Atwater, Robert Lawson",1938,Mr. Popper's Penguins,eng,3.95,48964,51787,807,2750,12745,17157,18328,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2312,234724,234724,41,765340054,9.78E+12,Orson Scott Card,2002,Shadow Puppets,,3.88,43517,46456,503,2455,12056,18521,12921,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2313,19103097,19103097,29,,,Lev Grossman,2014,The Magician's Land,eng,4.16,40799,44257,257,1082,6785,19244,16889,https://images.gr-assets.com/books/1455089828m/19103097.jpg,https://images.gr-assets.com/books/1455089828s/19103097.jpg
2314,10979,10979,136,679732268,9.78E+12,William Faulkner,1932,Light in August,en-US,3.93,42101,44421,1258,2863,9000,15803,15497,https://images.gr-assets.com/books/1355360091m/10979.jpg,https://images.gr-assets.com/books/1355360091s/10979.jpg
2315,24335,24335,60,64408671,9.78E+12,"E.B. White, Fred Marcellino",1970,The Trumpet of the Swan,eng,4.06,53191,55219,862,2468,11566,18121,22202,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2316,13641208,13641208,45,812993802,9.78E+12,George Saunders,2013,Tenth of December,eng,3.96,39183,43549,1307,2928,7848,15773,15693,https://images.gr-assets.com/books/1349967540m/13641208.jpg,https://images.gr-assets.com/books/1349967540s/13641208.jpg
2317,6944032,6944032,61,312593554,9.78E+12,Sherrilyn Kenyon,2002,Night Pleasures,en-US,4.23,25985,61939,756,2013,9319,20275,29576,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2318,998,998,43,671015206,9.78E+12,"Thomas J. Stanley, William D. Danko",1995,The Millionaire Next Door: The Surprising Secrets of America's Wealthy,eng,4,43937,46748,645,2318,10382,16665,16738,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2319,5267365,5267365,49,1423116380,9.78E+12,Ally Carter,2009,Don't Judge a Girl by Her Cover,en-US,4.2,55517,58508,618,1784,9930,19190,26986,https://images.gr-assets.com/books/1359827132m/5267365.jpg,https://images.gr-assets.com/books/1359827132s/5267365.jpg
2320,14318,14318,79,743244583,9.78E+12,Bob Dylan,2004,Chronicles: Volume One,eng,3.98,35468,38117,1010,2024,7643,13330,14110,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2321,26,26,47,60920084,9.78E+12,Bill Bryson,1989,The Lost Continent: Travels in Small-Town America,en-US,3.83,40254,42202,1100,2653,10395,16124,11930,https://images.gr-assets.com/books/1404042682m/26.jpg,https://images.gr-assets.com/books/1404042682s/26.jpg
2322,9500416,9500416,40,140006712X,9.78E+12,Lisa See,2011,Dreams of Joy (Shanghai Girls #2),en-CA,4.06,43863,47087,328,1478,8818,20993,15470,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2323,43326,43326,74,446607207,9.78E+12,Sidney Sheldon,1998,Tell Me Your Dreams,eng,3.93,34445,36904,466,2032,9076,13508,11822,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2324,8248,8248,68,60885416,9.78E+12,"Laura Ingalls Wilder, Garth Williams",1939,By the Shores of Silver Lake,,4.16,51640,56585,500,1384,10796,19795,24110,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2325,18630,18630,49,61053562,9.78E+12,Iain M. Banks,1988,The Player of Games,eng,4.26,36505,42993,237,916,5528,17064,19248,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2326,24384,24384,59,440228891,9.78E+12,"George Selden, Garth Williams",1960,,eng,4.01,49987,52036,848,2320,11715,17880,19273,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2327,21343,21343,67,787960756,9.78E+12,Patrick Lencioni,2002,The Five Dysfunctions of a Team,eng,4.01,40239,43176,835,1908,8766,16139,15528,https://images.gr-assets.com/books/1400841022m/21343.jpg,https://images.gr-assets.com/books/1400841022s/21343.jpg
2328,23940,23940,73,142003166,9.78E+12,"William S. Burroughs, Oliver  Harris, Allen Ginsberg",1953,Junky,eng,3.85,39031,43506,663,2595,11285,17095,11868,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2329,313605,313605,83,140157352,9.78E+12,"Roger Fisher, William Ury, Bruce Patton",1981,Getting to Yes: Negotiating agreement without giving in,en-US,3.88,37205,40026,772,2219,10217,14455,12363,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2330,16136959,16136959,13,,,R.K. Lilley,2012,Mile high (Up In The Air #2),en-GB,4.21,60279,60600,884,2374,8952,19554,28836,https://images.gr-assets.com/books/1352489991m/16136959.jpg,https://images.gr-assets.com/books/1352489991s/16136959.jpg
2331,25111004,25111004,25,1501110349,9.78E+12,Colleen Hoover,2015,Nov-09,en-US,4.41,53321,59828,853,1617,5629,15492,36237,https://images.gr-assets.com/books/1447138036m/25111004.jpg,https://images.gr-assets.com/books/1447138036s/25111004.jpg
2332,29639736,29639736,15,,,Kerry Lonsdale,2016,Everything We Keep,eng,3.84,69018,69567,2693,5079,15682,23180,22933,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2333,15724654,15724654,17,,,Samantha Towle,2012,The Mighty Storm,eng,4.19,61203,63706,1312,2558,9189,20475,30172,https://images.gr-assets.com/books/1345793260m/15724654.jpg,https://images.gr-assets.com/books/1345793260s/15724654.jpg
2334,11250317,11250317,64,1408816032,9.78E+12,Madeline Miller,2011,The Song of Achilles,eng,4.27,45373,58401,921,2043,7529,17577,30331,https://images.gr-assets.com/books/1331154660m/11250317.jpg,https://images.gr-assets.com/books/1331154660s/11250317.jpg
2335,29405093,29405093,30,1501139886,9.78E+12,Amy Schumer,2016,The Girl with the Lower Back Tattoo,eng,3.76,47809,54101,1288,3467,14704,21986,12656,https://images.gr-assets.com/books/1462657819m/29405093.jpg,https://images.gr-assets.com/books/1462657819s/29405093.jpg
2336,99944,99944,596,140449183,9.78E+12,"Krishna-Dwaipayana Vyasa, Simon Brodbeck, Juan Mascaró",-400,भगवद्गीता [Bhagavadgītā],eng,4.1,33225,42094,1009,2097,7686,12170,19132,https://images.gr-assets.com/books/1383059639m/99944.jpg,https://images.gr-assets.com/books/1383059639s/99944.jpg
2337,431,431,102,143039830,9.78E+12,"Paul Auster, Art Spiegelman",1987,The New York Trilogy,eng,3.92,34730,42965,807,2663,9082,17098,13315,https://images.gr-assets.com/books/1386924429m/431.jpg,https://images.gr-assets.com/books/1386924429s/431.jpg
2338,89763,89763,34,043912042X,9.78E+12,Pam Muñoz Ryan,2000,Esperanza Rising,eng,3.91,49106,50698,1135,3130,11642,17972,16819,https://images.gr-assets.com/books/1328869043m/89763.jpg,https://images.gr-assets.com/books/1328869043s/89763.jpg
2339,5114,5114,89,316766941,9.78E+12,J.D. Salinger,1955,"Raise High the Roof Beam, Carpenters / Seymour: An Introduction",eng,4.11,36751,40410,360,1483,7692,14592,16283,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2340,7455,7455,91,446617687,9.78E+12,Candace Bushnell,1996,Sex and the City,,3.37,39710,42366,4183,6983,11189,8999,11012,https://images.gr-assets.com/books/1344270731m/7455.jpg,https://images.gr-assets.com/books/1344270731s/7455.jpg
2341,30244,30244,34,425209067,9.78E+12,Laurell K. Hamilton,1997,"The Killing Dance (Anita Blake, Vampire Hunter, #6)",en-US,4.12,54997,60019,576,2303,11614,20375,25151,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2342,12321,12321,658,014044923X,9.78E+12,"Friedrich Nietzsche, R.J. Hollingdale, Michael Tanner",1886,Jenseits von Gut und Böse: Vorspiel einer Philosophie der Zukunft,eng,4.01,37181,43322,841,2112,8750,15897,15722,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2343,108077,108077,52,044022800X,9.78E+12,Christopher Paul Curtis,1995,The Watsons Go to Birmingham - 1963,eng,3.95,44830,46431,1023,2962,10043,15859,16544,https://images.gr-assets.com/books/1320496341m/108077.jpg,https://images.gr-assets.com/books/1320496341s/108077.jpg
2344,497199,497199,80,876852630,9.78E+12,Charles Bukowski,1975,Factotum,,3.96,37376,40444,457,1875,8979,16585,12548,https://images.gr-assets.com/books/1407706616m/497199.jpg,https://images.gr-assets.com/books/1407706616s/497199.jpg
2345,10215349,10215349,40,373210515,9.78E+12,Julie Kagawa,2012,The Immortal Rules,eng,4.1,52376,56265,1495,2534,9215,18420,24601,https://images.gr-assets.com/books/1323357921m/10215349.jpg,https://images.gr-assets.com/books/1323357921s/10215349.jpg
2346,5632446,5632446,3,446546933,9.78E+12,Dave Cullen,2009,Columbine,eng,4.26,45029,48941,547,1084,5926,18857,22527,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2347,31340,31340,54,99471434,9.78E+12,Anne Rice,1993,Lasher,eng,3.84,45760,49919,995,3683,13087,16887,15267,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2348,22319275,10000191,16,,,Laila Ibrahim,2010,,en-US,4.24,20554,39910,412,1033,5188,15040,18237,https://images.gr-assets.com/books/1406315601m/22319275.jpg,https://images.gr-assets.com/books/1406315601s/22319275.jpg
2349,15814872,15814872,50,525953728,9.78E+12,"Mark Owen, Kevin Maurer",2012,No Easy Day: The Firsthand Account of the Mission That Killed Osama Bin Laden,en-US,3.95,32267,37842,424,1854,8781,14847,11936,https://images.gr-assets.com/books/1345815909m/15814872.jpg,https://images.gr-assets.com/books/1345815909s/15814872.jpg
2350,13056159,13056159,40,1594487014,9.78E+12,Laura Moriarty,2012,The Chaperone,en-US,3.84,42112,45889,484,2044,11777,21463,10121,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2351,232123,232123,108,684193957,9.78E+12,Patricia Cornwell,1992,All That Remains,en-US,4.05,46604,50110,167,1101,11394,20921,16527,https://images.gr-assets.com/books/1341835948m/232123.jpg,https://images.gr-assets.com/books/1341835948s/232123.jpg
2352,10596,10596,110,451191013,9.78E+12,"Richard Bachman, Stephen King",1996,The Regulators,eng,3.63,49405,53263,1642,5634,16854,15840,13293,https://images.gr-assets.com/books/1364033309m/10596.jpg,https://images.gr-assets.com/books/1364033309s/10596.jpg
2353,25101,25101,35,1563890356,9.78E+12,"Neil Gaiman, Matt Wagner, George Pratt, Dick Giordano, Kelley Jones, P. Craig Russell, Mike Dringenberg, Malcolm Jones III, Todd Klein, Harlan Ellison",1990,The Sandman: Season of Mists,eng,4.54,44811,50459,132,367,3403,14685,31872,https://images.gr-assets.com/books/1327937313m/25101.jpg,https://images.gr-assets.com/books/1327937313s/25101.jpg
2354,13130,13130,53,316013935,9.78E+12,"James Patterson, Andrew Gross",2006,Judge & Jury,eng,3.98,38516,40618,413,1663,9837,15021,13684,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2355,54539,54539,762,1416500340,9.78E+12,George Eliot,1861,Silas Marner: The Weaver of Raveloe,,3.6,48196,55276,2514,5601,16073,18493,12595,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2356,13644052,13644052,32,1622660757,9.78E+12,Jennifer L. Armentrout,2013,Origin,eng,4.44,63533,68716,504,1349,6750,19216,40897,https://images.gr-assets.com/books/1398100888m/13644052.jpg,https://images.gr-assets.com/books/1398100888s/13644052.jpg
2357,13839,13839,32,375760393,9.78E+12,Michael Pollan,2001,The Botany of Desire: A Plant's-Eye View of the World,en-CA,4.05,37200,38145,445,1529,7265,15258,13648,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2358,7930335,7930335,50,316123536,9.78E+12,"Kami Garcia, Margaret Stohl",2012,Beautiful Redemption,eng,3.94,48268,56107,1008,3513,12988,19082,19516,https://images.gr-assets.com/books/1331049809m/7930335.jpg,https://images.gr-assets.com/books/1331049809s/7930335.jpg
2359,6746018,6746018,103,1439152780,9.78E+12,Kate Morton,2010,The Distant Hours,eng,3.87,46498,52817,958,3221,12672,21056,14910,https://images.gr-assets.com/books/1358273860m/6746018.jpg,https://images.gr-assets.com/books/1358273860s/6746018.jpg
2360,23125266,23125266,64,751554154,9.78E+12,Clare Mackintosh,2016,I Let You Go,en-GB,4.09,39990,53710,587,1796,8957,23119,19251,https://images.gr-assets.com/books/1429875945m/23125266.jpg,https://images.gr-assets.com/books/1429875945s/23125266.jpg
2361,325128,325128,849,439295785,9.78E+12,Robert Louis Stevenson,1886,Kidnapped,,3.78,44150,48520,906,3358,14044,17370,12842,https://images.gr-assets.com/books/1328869457m/325128.jpg,https://images.gr-assets.com/books/1328869457s/325128.jpg
2362,85431,85431,34,306814250,9.78E+12,H.G. Bissinger,1988,"Friday Night Lights: A Town, a Team, and a Dream",,4.11,35799,39185,808,1603,6623,13558,16593,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2363,180066,180066,33,618683356,9.78E+12,David Sheff,2007,Beautiful Boy: A Father's Journey Through His Son's Meth Addiction,en-US,4.03,36682,38205,356,1491,7850,15553,12955,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2364,12900174,12900174,42,,,Abbi Glines,2011,"The Vincent Brothers (The Vincent Boys, #1)",eng,3.98,62029,66263,1720,3787,13230,22607,24919,https://images.gr-assets.com/books/1327184585m/12900174.jpg,https://images.gr-assets.com/books/1327184585s/12900174.jpg
2365,261240,261240,98,1594561869,9.78E+12,Edgar Allan Poe,1846,The Cask of Amontillado,eng,4.09,48364,50207,413,1928,9964,18501,19401,https://images.gr-assets.com/books/1327936575m/261240.jpg,https://images.gr-assets.com/books/1327936575s/261240.jpg
2366,1715,1715,437,014044789X,9.78E+12,"Ovid, David Raeburn, Denis Feeney",8,Metamorphoses,eng,4.03,42590,47948,680,2239,10119,16766,18144,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2367,11206,11206,58,452274427,9.78E+12,Julia Alvarez,1994,In the Time of the Butterflies,eng,4.13,39917,43803,412,1369,7363,17645,17014,https://images.gr-assets.com/books/1411410276m/11206.jpg,https://images.gr-assets.com/books/1411410276s/11206.jpg
